hdf5,nyx/temperature.f32,SZx,0.100000,0,4.929816e-02,8.555642e+00,0.000000e+00
hdf5,nyx/temperature.f32,SZx,0.100000,1,2.083092e-02,3.645559e+00,0.000000e+00
hdf5,nyx/temperature.f32,SZx,0.100000,2,3.901370e-02,6.725019e+00,0.000000e+00
hdf5,nyx/temperature.f32,SZx,0.100000,3,2.213268e-02,3.820241e+00,0.000000e+00
hdf5,nyx/temperature.f32,SZx,0.100000,4,2.221347e-02,3.833181e+00,0.000000e+00
hdf5,nyx/temperature.f32,SZx,0.100000,5,4.842471e-02,8.329019e+00,0.000000e+00
hdf5,nyx/temperature.f32,SZx,0.100000,6,2.282086e-02,3.915517e+00,0.000000e+00
hdf5,nyx/temperature.f32,SZx,0.100000,7,2.160838e-02,3.668875e+00,0.000000e+00
hdf5,nyx/temperature.f32,SZx,0.100000,8,2.021789e-02,3.194145e+00,0.000000e+00
hdf5,nyx/temperature.f32,SZx,0.100000,9,5.467301e-02,9.255286e+00,0.000000e+00
netcdf,nyx/temperature.f32,SZx,0.100000,0,5.167037e-02,8.926308e+00,0.000000e+00
netcdf,nyx/temperature.f32,SZx,0.100000,1,5.677504e-02,9.933446e+00,0.000000e+00
netcdf,nyx/temperature.f32,SZx,0.100000,2,1.043978e-01,1.807875e+01,0.000000e+00
netcdf,nyx/temperature.f32,SZx,0.100000,3,4.381937e-02,7.723674e+00,0.000000e+00
netcdf,nyx/temperature.f32,SZx,0.100000,4,6.104135e-02,1.078739e+01,0.000000e+00
netcdf,nyx/temperature.f32,SZx,0.100000,5,5.428491e-02,9.551673e+00,0.000000e+00
netcdf,nyx/temperature.f32,SZx,0.100000,6,4.445436e-02,7.782817e+00,0.000000e+00
netcdf,nyx/temperature.f32,SZx,0.100000,7,4.378963e-02,7.739909e+00,0.000000e+00
netcdf,nyx/temperature.f32,SZx,0.100000,8,5.491784e-02,9.307045e+00,0.000000e+00
netcdf,nyx/temperature.f32,SZx,0.100000,9,5.605208e-02,9.628027e+00,0.000000e+00
hdf5,nyx/temperature.f32,SZx,0.010000,0,2.989228e-02,5.041124e+00,0.000000e+00
hdf5,nyx/temperature.f32,SZx,0.010000,1,2.145489e-02,3.744192e+00,0.000000e+00
hdf5,nyx/temperature.f32,SZx,0.010000,2,2.537606e-02,4.372792e+00,0.000000e+00
hdf5,nyx/temperature.f32,SZx,0.010000,3,2.112791e-02,3.598501e+00,0.000000e+00
