Dataset,Field,Compressor,Node,Rank,Cores,REL Error Bound,I/O Method,Iteration,Compression Runtime (s),I/O Runtime (s),Compression Energy (J),I/O Energy (J),Compressed Data Size
nyx,temperature.f32,QoZ,3,10,512,1.000000e-03,HDF5,8,5.452076e+00,6.164176e-02,1.649067e+03,1.702352e+01,1243160
nyx,temperature.f32,QoZ,7,11,512,1.000000e-03,HDF5,8,5.452059e+00,6.164184e-02,1.643262e+03,1.536507e+01,1243160
nyx,temperature.f32,QoZ,10,11,512,1.000000e-03,HDF5,9,5.452040e+00,6.331261e-02,1.645905e+03,1.708510e+01,1243160
nyx,temperature.f32,QoZ,8,11,512,1.000000e-03,HDF5,9,5.452041e+00,6.330999e-02,1.646501e+03,1.722255e+01,1243160
nyx,temperature.f32,QoZ,2,10,512,1.000000e-03,HDF5,9,5.452056e+00,6.331456e-02,1.646030e+03,1.657460e+01,1243160
nyx,temperature.f32,QoZ,5,10,512,1.000000e-03,NetCDF,0,5.452051e+00,7.425786e-02,1.645152e+03,1.906416e+01,1243160
nyx,temperature.f32,QoZ,8,11,512,1.000000e-03,NetCDF,0,5.452041e+00,7.425454e-02,1.646501e+03,1.930330e+01,1243160
nyx,temperature.f32,QoZ,9,11,512,1.000000e-03,NetCDF,0,5.452060e+00,7.425599e-02,1.638214e+03,1.859248e+01,1243160
nyx,temperature.f32,QoZ,2,10,512,1.000000e-03,NetCDF,0,5.452056e+00,7.426324e-02,1.646030e+03,1.628725e+01,1243160
nyx,temperature.f32,QoZ,3,10,512,1.000000e-03,NetCDF,1,5.452076e+00,7.165332e-02,1.649067e+03,1.768160e+01,1243160
nyx,temperature.f32,QoZ,10,11,512,1.000000e-03,NetCDF,1,5.452040e+00,7.166003e-02,1.645905e+03,1.853279e+01,1243160
nyx,temperature.f32,QoZ,6,11,512,1.000000e-03,NetCDF,2,5.452054e+00,6.693609e-02,1.630801e+03,1.843233e+01,1243160
nyx,temperature.f32,QoZ,10,11,512,1.000000e-03,NetCDF,2,5.452040e+00,6.693280e-02,1.645905e+03,1.466775e+01,1243160
nyx,temperature.f32,QoZ,6,11,512,1.000000e-03,NetCDF,3,5.452054e+00,6.438513e-02,1.630801e+03,1.790803e+01,1243160
nyx,temperature.f32,QoZ,10,11,512,1.000000e-03,NetCDF,3,5.452040e+00,6.438749e-02,1.645905e+03,1.364773e+01,1243160
nyx,temperature.f32,QoZ,0,10,512,1.000000e-03,NetCDF,4,5.452093e+00,8.138850e-02,1.640225e+03,2.402563e+01,1243160
nyx,temperature.f32,QoZ,10,11,512,1.000000e-03,NetCDF,4,5.452040e+00,8.137873e-02,1.645905e+03,2.011353e+01,1243160
nyx,temperature.f32,QoZ,5,10,512,1.000000e-03,NetCDF,5,5.452051e+00,6.551494e-02,1.645152e+03,1.562160e+01,1243160
yx,temperature.f32,QoZ,6,11,512,1.000000e-03,NetCDF,5,5.452054e+00,6.551029e-02,1.630801e+03,1.767824e+01,1243160
nyx,temperature.f32,QoZ,6,11,512,1.000000e-03,NetCDF,6,5.452054e+00,6.429096e-02,1.630801e+03,1.814424e+01,1243160
nyx,temperature.f32,QoZ,0,10,512,1.000000e-03,NetCDF,7,5.452093e+00,6.930398e-02,1.640225e+03,1.928511e+01,1243160
nyx,temperature.f32,QoZ,8,11,512,1.000000e-03,NetCDF,8,5.452041e+00,7.613313e-02,1.646501e+03,2.027546e+01,1243160
nyx,temperature.f32,QoZ,10,11,512,1.000000e-03,NetCDF,9,5.452040e+00,7.939452e-02,1.645905e+03,2.202454e+01,1243160
nyx,temperature.f32,SZ2,0,1,32,1.000000e-03,HDF5,0,2.440007e+00,6.870877e-02,6.811118e+02,1.527773e+01,2717853
nyx,temperature.f32,SZ2,0,1,32,1.000000e-03,HDF5,1,2.440007e+00,3.927255e-02,6.811118e+02,8.923744e+00,2717853
nyx,temperature.f32,SZ2,0,1,32,1.000000e-03,HDF5,2,2.440007e+00,3.940567e-02,6.811118e+02,9.270301e+00,2717853
nyx,temperature.f32,SZ2,0,1,32,1.000000e-03,HDF5,3,2.440007e+00,4.584843e-02,6.811118e+02,1.110568e+01,2717853
nyx,temperature.f32,SZ2,0,1,32,1.000000e-03,HDF5,4,2.440007e+00,4.845147e-02,6.811118e+02,1.190341e+01,2717853
nyx,temperature.f32,SZ2,0,1,32,1.000000e-03,HDF5,5,2.440007e+00,4.323585e-02,6.811118e+02,1.020719e+01,2717853
nyx,temperature.f32,SZ2,0,1,32,1.000000e-03,HDF5,6,2.440007e+00,4.416507e-02,6.811118e+02,1.083896e+01,2717853
nyx,temperature.f32,SZ2,0,1,32,1.000000e-03,HDF5,7,2.440007e+00,3.767419e-02,6.811118e+02,8.661355e+00,2717853
nyx,temperature.f32,SZ2,0,1,32,1.000000e-03,HDF5,8,2.440007e+00,3.882884e-02,6.811118e+02,9.062904e+00,2717853
nyx,temperature.f32,SZ2,0,1,32,1.000000e-03,HDF5,9,2.440007e+00,5.308641e-02,6.811118e+02,1.260489e+01,2717853
nyx,temperature.f32,SZ2,0,1,32,1.000000e-03,NetCDF,0,2.440007e+00,6.362618e-02,6.811118e+02,1.424514e+01,2717853
nyx,temperature.f32,SZ2,0,1,32,1.000000e-03,NetCDF,1,2.440007e+00,6.544824e-02,6.811118e+02,1.572451e+01,2717853
nyx,temperature.f32,SZ2,0,1,32,1.000000e-03,NetCDF,2,2.440007e+00,7.167632e-02,6.811118e+02,1.735018e+01,2717853
nyx,temperature.f32,SZ2,0,1,32,1.000000e-03,NetCDF,3,2.440007e+00,5.223050e-02,6.811118e+02,1.256631e+01,2717853
nyx,temperature.f32,SZ2,0,1,32,1.000000e-03,NetCDF,4,2.440007e+00,5.139120e-02,6.811118e+02,1.224972e+01,2717853
nyx,temperature.f32,SZ2,0,1,32,1.000000e-03,NetCDF,5,2.440007e+00,7.008485e-02,6.811118e+02,1.639479e+01,2717853
nyx,temperature.f32,SZ2,0,1,32,1.000000e-03,NetCDF,6,2.440007e+00,5.193485e-02,6.811118e+02,1.192185e+01,2717853
nyx,temperature.f32,SZ2,0,1,32,1.000000e-03,NetCDF,7,2.440007e+00,5.356302e-02,6.811118e+02,1.278140e+01,2717853
nyx,temperature.f32,SZ2,0,1,32,1.000000e-03,NetCDF,8,2.440007e+00,6.366867e-02,6.811118e+02,1.532412e+01,2717853
nyx,temperature.f32,SZ2,0,1,32,1.000000e-03,NetCDF,9,2.440007e+00,5.839741e-02,6.811118e+02,1.415402e+01,2717853
nyx,temperature.f32,SZ3,0,1,32,1.000000e-03,HDF5,0,6.776937e+00,3.829038e-02,1.683913e+03,9.214393e+00,984854
nyx,temperature.f32,SZ3,0,1,32,1.000000e-03,HDF5,1,6.776937e+00,3.195332e-02,1.683913e+03,7.143231e+00,984854
nyx,temperature.f32,SZ3,0,1,32,1.000000e-03,HDF5,2,6.776937e+00,4.455089e-02,1.683913e+03,1.054129e+01,984854
nyx,temperature.f32,SZ3,0,1,32,1.000000e-03,HDF5,3,6.776937e+00,4.443761e-02,1.683913e+03,1.021354e+01,984854
nyx,temperature.f32,SZ3,0,1,32,1.000000e-03,HDF5,4,6.776937e+00,4.235398e-02,1.683913e+03,8.710854e+00,984854
nyx,temperature.f32,SZ3,0,1,32,1.000000e-03,HDF5,5,6.776937e+00,4.819861e-02,1.683913e+03,8.922768e+00,984854
nyx,temperature.f32,SZ3,0,1,32,1.000000e-03,HDF5,6,6.776937e+00,3.913926e-02,1.683913e+03,7.937906e+00,984854
nyx,temperature.f32,SZ3,0,1,32,1.000000e-03,HDF5,7,6.776937e+00,5.202098e-02,1.683913e+03,1.144974e+01,984854
nyx,temperature.f32,SZ3,0,1,32,1.000000e-03,HDF5,8,6.776937e+00,4.261065e-02,1.683913e+03,8.901588e+00,984854
nyx,temperature.f32,SZ3,0,1,32,1.000000e-03,HDF5,9,6.776937e+00,3.312574e-02,1.683913e+03,6.809310e+00,984854
nyx,temperature.f32,SZ3,0,1,32,1.000000e-03,NetCDF,0,6.776937e+00,3.817147e-02,1.683913e+03,7.747721e+00,984854
nyx,temperature.f32,SZ3,0,1,32,1.000000e-03,NetCDF,1,6.776937e+00,3.763020e-02,1.683913e+03,7.530072e+00,984854
nyx,temperature.f32,SZ3,0,1,32,1.000000e-03,NetCDF,2,6.776937e+00,5.148634e-02,1.683913e+03,1.101431e+01,984854
nyx,temperature.f32,SZ3,0,1,32,1.000000e-03,NetCDF,3,6.776937e+00,4.385420e-02,1.683913e+03,8.684975e+00,984854
nyx,temperature.f32,SZ3,0,1,32,1.000000e-03,NetCDF,4,6.776937e+00,4.637714e-02,1.683913e+03,1.009513e+01,984854
nyx,temperature.f32,SZ3,0,1,32,1.000000e-03,NetCDF,5,6.776937e+00,5.043363e-02,1.683913e+03,1.117014e+01,984854
nyx,temperature.f32,SZ3,0,1,32,1.000000e-03,NetCDF,6,6.776937e+00,5.006583e-02,1.683913e+03,1.075077e+01,984854
nyx,temperature.f32,SZ3,0,1,32,1.000000e-03,NetCDF,7,6.776937e+00,4.249263e-02,1.683913e+03,9.105445e+00,984854
nyx,temperature.f32,SZ3,0,1,32,1.000000e-03,NetCDF,8,6.776937e+00,5.748419e-02,1.683913e+03,1.313736e+01,984854
nyx,temperature.f32,SZ3,0,1,32,1.000000e-03,NetCDF,9,6.776937e+00,4.229634e-02,1.683913e+03,8.788185e+00,984854
nyx,temperature.f32,ZFP,0,1,32,1.000000e-03,HDF5,0,2.432073e+00,8.367601e-02,6.258616e+02,2.092756e+01,21233456
nyx,temperature.f32,ZFP,0,1,32,1.000000e-03,HDF5,1,2.432073e+00,6.604774e-02,6.258616e+02,1.672981e+01,21233456
nyx,temperature.f32,ZFP,0,1,32,1.000000e-03,HDF5,2,2.432073e+00,5.330130e-02,6.258616e+02,1.308328e+01,21233456
nyx,temperature.f32,ZFP,0,1,32,1.000000e-03,HDF5,3,2.432073e+00,5.470638e-02,6.258616e+02,1.360958e+01,21233456
nyx,temperature.f32,ZFP,0,1,32,1.000000e-03,HDF5,4,2.432073e+00,5.126188e-02,6.258616e+02,1.263656e+01,21233456
nyx,temperature.f32,ZFP,0,1,32,1.000000e-03,HDF5,5,2.432073e+00,5.564659e-02,6.258616e+02,1.372763e+01,21233456
nyx,temperature.f32,ZFP,0,1,32,1.000000e-03,HDF5,6,2.432073e+00,1.324141e-01,6.258616e+02,3.432889e+01,21233456
nyx,temperature.f32,ZFP,0,1,32,1.000000e-03,HDF5,7,2.432073e+00,8.184094e-02,6.258616e+02,2.063807e+01,21233456
nyx,temperature.f32,ZFP,0,1,32,1.000000e-03,HDF5,8,2.432073e+00,6.375094e-02,6.258616e+02,1.603664e+01,21233456
nyx,temperature.f32,ZFP,0,1,32,1.000000e-03,HDF5,9,2.432073e+00,9.755665e-02,6.258616e+02,2.316321e+01,21233456
nyx,temperature.f32,ZFP,0,1,32,1.000000e-03,NetCDF,0,2.432073e+00,1.627625e-01,6.258616e+02,4.082747e+01,21233456
nyx,temperature.f32,ZFP,0,1,32,1.000000e-03,NetCDF,1,2.432073e+00,1.483961e-01,6.258616e+02,3.721341e+01,21233456
nyx,temperature.f32,ZFP,0,1,32,1.000000e-03,NetCDF,2,2.432073e+00,1.647155e-01,6.258616e+02,4.049489e+01,21233456
nyx,temperature.f32,ZFP,0,1,32,1.000000e-03,NetCDF,3,2.432073e+00,1.809082e-01,6.258616e+02,4.623523e+01,21233456
nyx,temperature.f32,ZFP,0,1,32,1.000000e-03,NetCDF,4,2.432073e+00,1.481607e-01,6.258616e+02,3.722622e+01,21233456
nyx,temperature.f32,ZFP,0,1,32,1.000000e-03,NetCDF,5,2.432073e+00,1.541802e-01,6.258616e+02,3.904696e+01,21233456
nyx,temperature.f32,ZFP,0,1,32,1.000000e-03,NetCDF,6,2.432073e+00,3.066859e-01,6.258616e+02,7.709050e+01,21233456
nyx,temperature.f32,ZFP,0,1,32,1.000000e-03,NetCDF,7,2.432073e+00,1.529082e-01,6.258616e+02,3.855038e+01,21233456
nyx,temperature.f32,ZFP,0,1,32,1.000000e-03,NetCDF,8,2.432073e+00,1.494525e-01,6.258616e+02,3.738974e+01,21233456
nyx,temperature.f32,ZFP,0,1,32,1.000000e-03,NetCDF,9,2.432073e+00,1.866973e-01,6.258616e+02,4.533729e+01,21233456
nyx,temperature.f32,QoZ,0,1,32,1.000000e-03,HDF5,0,4.440339e+00,4.721414e-01,1.239087e+03,9.337031e+01,1243160
nyx,temperature.f32,QoZ,0,1,32,1.000000e-03,HDF5,1,4.440339e+00,5.024152e-02,1.239087e+03,1.203268e+01,1243160
nyx,temperature.f32,QoZ,0,1,32,1.000000e-03,HDF5,2,4.440339e+00,3.857739e-02,1.239087e+03,9.105629e+00,1243160
nyx,temperature.f32,QoZ,0,1,32,1.000000e-03,HDF5,3,4.440339e+00,4.547435e-02,1.239087e+03,1.059366e+01,1243160
nyx,temperature.f32,QoZ,0,1,32,1.000000e-03,HDF5,4,4.440339e+00,4.168004e-02,1.239087e+03,8.945352e+00,1243160
nyx,temperature.f32,QoZ,0,1,32,1.000000e-03,HDF5,5,4.440339e+00,3.608850e-02,1.239087e+03,6.990277e+00,1243160
nyx,temperature.f32,QoZ,0,1,32,1.000000e-03,HDF5,6,4.440339e+00,3.895403e-02,1.239087e+03,7.549053e+00,1243160
nyx,temperature.f32,QoZ,0,1,32,1.000000e-03,HDF5,7,4.440339e+00,5.207129e-02,1.239087e+03,1.249606e+01,1243160
nyx,temperature.f32,QoZ,0,1,32,1.000000e-03,HDF5,8,4.440339e+00,3.953421e-02,1.239087e+03,9.258766e+00,1243160
nyx,temperature.f32,QoZ,0,1,32,1.000000e-03,HDF5,9,4.440339e+00,3.209480e-02,1.239087e+03,7.353802e+00,1243160
nyx,temperature.f32,QoZ,0,1,32,1.000000e-03,NetCDF,0,4.440339e+00,5.721596e-02,1.239087e+03,1.390298e+01,1243160
nyx,temperature.f32,QoZ,0,1,32,1.000000e-03,NetCDF,1,4.440339e+00,4.081207e-02,1.239087e+03,9.584754e+00,1243160
nyx,temperature.f32,QoZ,0,1,32,1.000000e-03,NetCDF,2,4.440339e+00,4.721068e-02,1.239087e+03,1.142276e+01,1243160
nyx,temperature.f32,QoZ,0,1,32,1.000000e-03,NetCDF,3,4.440339e+00,5.705296e-02,1.239087e+03,1.354025e+01,1243160
nyx,temperature.f32,QoZ,0,1,32,1.000000e-03,NetCDF,4,4.440339e+00,5.601970e-02,1.239087e+03,1.333438e+01,1243160
nyx,temperature.f32,QoZ,0,1,32,1.000000e-03,NetCDF,5,4.440339e+00,4.411239e-02,1.239087e+03,9.986975e+00,1243160
nyx,temperature.f32,QoZ,0,1,32,1.000000e-03,NetCDF,6,4.440339e+00,4.840397e-02,1.239087e+03,1.155777e+01,1243160
nyx,temperature.f32,QoZ,0,1,32,1.000000e-03,NetCDF,7,4.440339e+00,4.757078e-02,1.239087e+03,1.141061e+01,1243160
nyx,temperature.f32,QoZ,0,1,32,1.000000e-03,NetCDF,8,4.440339e+00,5.700782e-02,1.239087e+03,1.361459e+01,1243160
nyx,temperature.f32,QoZ,0,1,32,1.000000e-03,NetCDF,9,4.440339e+00,5.458137e-02,1.239087e+03,1.296420e+01,1243160
nyx,temperature.f32,SZ2,0,1,16,1.000000e-03,HDF5,0,2.390492e+00,6.148524e-02,4.970050e+02,1.038077e+01,2717853
nyx,temperature.f32,SZ2,0,1,16,1.000000e-03,HDF5,1,2.390492e+00,3.561707e-02,4.970050e+02,6.216537e+00,2717853
nyx,temperature.f32,SZ2,0,1,16,1.000000e-03,HDF5,2,2.390492e+00,3.362056e-02,4.970050e+02,6.149460e+00,2717853
nyx,temperature.f32,SZ2,0,1,16,1.000000e-03,HDF5,3,2.390492e+00,4.107434e-02,4.970050e+02,7.580608e+00,2717853
nyx,temperature.f32,SZ2,0,1,16,1.000000e-03,HDF5,4,2.390492e+00,4.955030e-02,4.970050e+02,8.974220e+00,2717853
nyx,temperature.f32,SZ2,0,1,16,1.000000e-03,HDF5,5,2.390492e+00,3.140160e-02,4.970050e+02,5.295030e+00,2717853
nyx,temperature.f32,SZ2,0,1,16,1.000000e-03,HDF5,6,2.390492e+00,4.537404e-02,4.970050e+02,7.991618e+00,2717853
nyx,temperature.f32,SZ2,0,1,16,1.000000e-03,HDF5,7,2.390492e+00,2.344647e-02,4.970050e+02,4.322620e+00,2717853
nyx,temperature.f32,SZ2,0,1,16,1.000000e-03,HDF5,8,2.390492e+00,2.219243e-02,4.970050e+02,4.070790e+00,2717853
nyx,temperature.f32,SZ2,0,1,16,1.000000e-03,HDF5,9,2.390492e+00,4.219418e-02,4.970050e+02,7.753886e+00,2717853
nyx,temperature.f32,SZ2,0,1,16,1.000000e-03,NetCDF,0,2.390492e+00,5.277047e-02,4.970050e+02,9.258887e+00,2717853
nyx,temperature.f32,SZ2,0,1,16,1.000000e-03,NetCDF,1,2.390492e+00,4.459477e-02,4.970050e+02,8.317179e+00,2717853
nyx,temperature.f32,SZ2,0,1,16,1.000000e-03,NetCDF,2,2.390492e+00,4.717956e-02,4.970050e+02,8.702676e+00,2717853
nyx,temperature.f32,SZ2,0,1,16,1.000000e-03,NetCDF,3,2.390492e+00,4.311440e-02,4.970050e+02,8.046062e+00,2717853
nyx,temperature.f32,SZ2,0,1,16,1.000000e-03,NetCDF,4,2.390492e+00,4.193446e-02,4.970050e+02,7.599285e+00,2717853
nyx,temperature.f32,SZ2,0,1,16,1.000000e-03,NetCDF,5,2.390492e+00,4.346592e-02,4.970050e+02,8.104472e+00,2717853
nyx,temperature.f32,SZ2,0,1,16,1.000000e-03,NetCDF,6,2.390492e+00,4.404569e-02,4.970050e+02,8.140054e+00,2717853
nyx,temperature.f32,SZ2,0,1,16,1.000000e-03,NetCDF,7,2.390492e+00,4.632361e-02,4.970050e+02,8.658058e+00,2717853
nyx,temperature.f32,SZ2,0,1,16,1.000000e-03,NetCDF,8,2.390492e+00,5.220165e-02,4.970050e+02,9.611914e+00,2717853
nyx,temperature.f32,SZ2,0,1,16,1.000000e-03,NetCDF,9,2.390492e+00,3.475625e-02,4.970050e+02,6.514692e+00,2717853
nyx,temperature.f32,SZ3,0,1,16,1.000000e-03,HDF5,0,6.464195e+00,4.916822e-02,1.248061e+03,8.860694e+00,984854
nyx,temperature.f32,SZ3,0,1,16,1.000000e-03,HDF5,1,6.464195e+00,3.830761e-02,1.248061e+03,6.686324e+00,984854
nyx,temperature.f32,SZ3,0,1,16,1.000000e-03,HDF5,2,6.464195e+00,4.683047e-02,1.248061e+03,8.469826e+00,984854
nyx,temperature.f32,SZ3,0,1,16,1.000000e-03,HDF5,3,6.464195e+00,2.975337e-02,1.248061e+03,5.306444e+00,984854
nyx,temperature.f32,SZ3,0,1,16,1.000000e-03,HDF5,4,6.464195e+00,4.231064e-02,1.248061e+03,7.824748e+00,984854
nyx,temperature.f32,SZ3,0,1,16,1.000000e-03,HDF5,5,6.464195e+00,1.773641e-02,1.248061e+03,3.091911e+00,984854
nyx,temperature.f32,SZ3,0,1,16,1.000000e-03,HDF5,6,6.464195e+00,1.785129e-02,1.248061e+03,3.016166e+00,984854
nyx,temperature.f32,SZ3,0,1,16,1.000000e-03,HDF5,7,6.464195e+00,4.260424e-02,1.248061e+03,7.846172e+00,984854
nyx,temperature.f32,SZ3,0,1,16,1.000000e-03,HDF5,8,6.464195e+00,4.845410e-02,1.248061e+03,8.988563e+00,984854
nyx,temperature.f32,SZ3,0,1,16,1.000000e-03,HDF5,9,6.464195e+00,3.297913e-02,1.248061e+03,5.506822e+00,984854
nyx,temperature.f32,SZ3,0,1,16,1.000000e-03,NetCDF,0,6.464195e+00,4.229179e-02,1.248061e+03,7.447674e+00,984854
nyx,temperature.f32,SZ3,0,1,16,1.000000e-03,NetCDF,1,6.464195e+00,5.024110e-02,1.248061e+03,9.150184e+00,984854
nyx,temperature.f32,SZ3,0,1,16,1.000000e-03,NetCDF,2,6.464195e+00,3.809560e-02,1.248061e+03,6.773908e+00,984854
nyx,temperature.f32,SZ3,0,1,16,1.000000e-03,NetCDF,3,6.464195e+00,3.833811e-02,1.248061e+03,7.153180e+00,984854
nyx,temperature.f32,SZ3,0,1,16,1.000000e-03,NetCDF,4,6.464195e+00,3.364384e-02,1.248061e+03,5.922897e+00,984854
nyx,temperature.f32,SZ3,0,1,16,1.000000e-03,NetCDF,5,6.464195e+00,3.291807e-02,1.248061e+03,6.064742e+00,984854
nyx,temperature.f32,SZ3,0,1,16,1.000000e-03,NetCDF,6,6.464195e+00,4.761165e-02,1.248061e+03,8.669046e+00,984854
nyx,temperature.f32,SZ3,0,1,16,1.000000e-03,NetCDF,7,6.464195e+00,2.812008e-02,1.248061e+03,4.882861e+00,984854
nyx,temperature.f32,SZ3,0,1,16,1.000000e-03,NetCDF,8,6.464195e+00,3.527200e-02,1.248061e+03,6.349654e+00,984854
nyx,temperature.f32,SZ3,0,1,16,1.000000e-03,NetCDF,9,6.464195e+00,3.625950e-02,1.248061e+03,6.539169e+00,984854
nyx,temperature.f32,ZFP,0,1,16,1.000000e-03,HDF5,0,2.427587e+00,3.977042e-02,4.770026e+02,8.257303e+00,21233456
nyx,temperature.f32,ZFP,0,1,16,1.000000e-03,HDF5,1,2.427587e+00,4.571327e-02,4.770026e+02,8.958046e+00,21233456
nyx,temperature.f32,ZFP,0,1,16,1.000000e-03,HDF5,2,2.427587e+00,5.593690e-02,4.770026e+02,1.149918e+01,21233456
nyx,temperature.f32,ZFP,0,1,16,1.000000e-03,HDF5,3,2.427587e+00,4.127152e-02,4.770026e+02,8.539162e+00,21233456
nyx,temperature.f32,ZFP,0,1,16,1.000000e-03,HDF5,4,2.427587e+00,3.761910e-02,4.770026e+02,7.771953e+00,21233456
nyx,temperature.f32,ZFP,0,1,16,1.000000e-03,HDF5,5,2.427587e+00,4.729594e-02,4.770026e+02,9.741309e+00,21233456
nyx,temperature.f32,ZFP,0,1,16,1.000000e-03,HDF5,6,2.427587e+00,5.928987e-02,4.770026e+02,1.204269e+01,21233456
nyx,temperature.f32,ZFP,0,1,16,1.000000e-03,HDF5,7,2.427587e+00,4.491043e-02,4.770026e+02,9.214760e+00,21233456
nyx,temperature.f32,ZFP,0,1,16,1.000000e-03,HDF5,8,2.427587e+00,4.639906e-02,4.770026e+02,9.543616e+00,21233456
nyx,temperature.f32,ZFP,0,1,16,1.000000e-03,HDF5,9,2.427587e+00,4.509093e-02,4.770026e+02,9.282446e+00,21233456
nyx,temperature.f32,ZFP,0,1,16,1.000000e-03,NetCDF,0,2.427587e+00,1.597234e-01,4.770026e+02,3.164744e+01,21233456
nyx,temperature.f32,ZFP,0,1,16,1.000000e-03,NetCDF,1,2.427587e+00,1.499361e-01,4.770026e+02,2.964928e+01,21233456
nyx,temperature.f32,ZFP,0,1,16,1.000000e-03,NetCDF,2,2.427587e+00,1.393377e-01,4.770026e+02,2.768853e+01,21233456
nyx,temperature.f32,ZFP,0,1,16,1.000000e-03,NetCDF,3,2.427587e+00,1.435243e-01,4.770026e+02,2.847582e+01,21233456
nyx,temperature.f32,ZFP,0,1,16,1.000000e-03,NetCDF,4,2.427587e+00,1.463270e-01,4.770026e+02,2.837786e+01,21233456
nyx,temperature.f32,ZFP,0,1,16,1.000000e-03,NetCDF,5,2.427587e+00,1.533936e-01,4.770026e+02,3.028630e+01,21233456
nyx,temperature.f32,ZFP,0,1,16,1.000000e-03,NetCDF,6,2.427587e+00,1.411113e-01,4.770026e+02,2.822551e+01,21233456
nyx,temperature.f32,ZFP,0,1,16,1.000000e-03,NetCDF,7,2.427587e+00,1.369749e-01,4.770026e+02,2.702532e+01,21233456
nyx,temperature.f32,ZFP,0,1,16,1.000000e-03,NetCDF,8,2.427587e+00,1.492003e-01,4.770026e+02,2.969811e+01,21233456
nyx,temperature.f32,ZFP,0,1,16,1.000000e-03,NetCDF,9,2.427587e+00,1.478840e-01,4.770026e+02,2.940825e+01,21233456
nyx,temperature.f32,QoZ,0,1,16,1.000000e-03,HDF5,0,4.402897e+00,4.766852e-02,9.183339e+02,9.024208e+00,1243160
nyx,temperature.f32,QoZ,0,1,16,1.000000e-03,HDF5,1,4.402897e+00,3.168811e-02,9.183339e+02,5.551499e+00,1243160
nyx,temperature.f32,QoZ,0,1,16,1.000000e-03,HDF5,2,4.402897e+00,3.538485e-02,9.183339e+02,6.270248e+00,1243160
nyx,temperature.f32,QoZ,0,1,16,1.000000e-03,HDF5,3,4.402897e+00,4.677074e-02,9.183339e+02,8.810648e+00,1243160
nyx,temperature.f32,QoZ,0,1,16,1.000000e-03,HDF5,4,4.402897e+00,3.485116e-02,9.183339e+02,6.090500e+00,1243160
nyx,temperature.f32,QoZ,0,1,16,1.000000e-03,HDF5,5,4.402897e+00,3.223988e-02,9.183339e+02,5.732102e+00,1243160
nyx,temperature.f32,QoZ,0,1,16,1.000000e-03,HDF5,6,4.402897e+00,3.876053e-02,9.183339e+02,7.203961e+00,1243160
nyx,temperature.f32,QoZ,0,1,16,1.000000e-03,HDF5,7,4.402897e+00,1.742684e-02,9.183339e+02,2.878838e+00,1243160
nyx,temperature.f32,QoZ,0,1,16,1.000000e-03,HDF5,8,4.402897e+00,3.291432e-02,9.183339e+02,5.839646e+00,1243160
nyx,temperature.f32,QoZ,0,1,16,1.000000e-03,HDF5,9,4.402897e+00,3.116344e-02,9.183339e+02,5.646470e+00,1243160
nyx,temperature.f32,QoZ,0,1,16,1.000000e-03,NetCDF,0,4.402897e+00,5.585673e-02,9.183339e+02,1.047007e+01,1243160
nyx,temperature.f32,QoZ,0,1,16,1.000000e-03,NetCDF,1,4.402897e+00,3.791101e-02,9.183339e+02,6.869061e+00,1243160
nyx,temperature.f32,QoZ,0,1,16,1.000000e-03,NetCDF,2,4.402897e+00,2.964661e-02,9.183339e+02,5.296312e+00,1243160
nyx,temperature.f32,QoZ,0,1,16,1.000000e-03,NetCDF,3,4.402897e+00,3.731510e-02,9.183339e+02,6.646040e+00,1243160
nyx,temperature.f32,QoZ,0,1,16,1.000000e-03,NetCDF,4,4.402897e+00,3.894477e-02,9.183339e+02,6.971174e+00,1243160
nyx,temperature.f32,QoZ,0,1,16,1.000000e-03,NetCDF,5,4.402897e+00,5.326412e-02,9.183339e+02,9.858068e+00,1243160
nyx,temperature.f32,QoZ,0,1,16,1.000000e-03,NetCDF,6,4.402897e+00,3.820642e-02,9.183339e+02,6.712080e+00,1243160
nyx,temperature.f32,QoZ,0,1,16,1.000000e-03,NetCDF,7,4.402897e+00,3.696720e-02,9.183339e+02,6.674238e+00,1243160
nyx,temperature.f32,QoZ,0,1,16,1.000000e-03,NetCDF,8,4.402897e+00,5.297363e-02,9.183339e+02,9.860204e+00,1243160
nyx,temperature.f32,QoZ,0,1,16,1.000000e-03,NetCDF,9,4.402897e+00,3.889170e-02,9.183339e+02,7.124494e+00,1243160
nyx,temperature.f32,Original,0,1,16,1.000000e-03,HDF5,0,4.105907e-01,6.291342e-01,7.418261e+01,1.393374e+02,536870912
nyx,temperature.f32,Original,0,1,16,1.000000e-03,HDF5,1,4.105907e-01,6.237880e-01,7.418261e+01,1.401654e+02,536870912
nyx,temperature.f32,Original,0,1,16,1.000000e-03,HDF5,2,4.105907e-01,6.176879e-01,7.418261e+01,1.383750e+02,536870912
nyx,temperature.f32,Original,0,1,16,1.000000e-03,HDF5,3,4.105907e-01,6.353928e-01,7.418261e+01,1.429542e+02,536870912
nyx,temperature.f32,Original,0,1,16,1.000000e-03,HDF5,4,4.105907e-01,1.190181e+00,7.418261e+01,2.186892e+02,536870912
nyx,temperature.f32,Original,0,1,16,1.000000e-03,HDF5,5,4.105907e-01,1.643067e+00,7.418261e+01,3.176941e+02,536870912
