Compressor,Dataset,Field,REL Error Bound,ABS Error Bound,Iteration,Compression Rate,Decompression Rate,Avg Difference,Avg Error,Difference Range,Error Range,Max Error,Max PW-REL Error,Max REL Error,Min Error,Min PW-REL Error,Min REL Error,MSE,Number of Elements,PSNR,RMSE,NRMSE,Max Value,Mean Value,Min Value,Value Range,Std Dev,Bit Rate,Compressed Size,Compression Ratio,Decompressed Size,Uncompressed Size,Compression Runtime (s),Decompression Runtime (s),CPU Core,Threads,Compression Energy (J),Decompression Energy (J)
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,7,2.024392e+05,3.586589e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.655458,2.425524,53,1,8.009760e+02,5.370255e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,8,2.025000e+05,3.582775e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.655473,2.427360,53,1,8.046684e+02,5.369037e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,9,2.023784e+05,3.582775e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.655440,2.427074,53,1,8.009864e+02,5.375869e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,10,2.024392e+05,3.588498e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.655335,2.426739,53,1,8.020022e+02,5.365217e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,11,2.024392e+05,3.586589e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.654754,2.425246,53,1,7.999298e+02,5.378426e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,12,2.024392e+05,3.588498e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.654643,2.427666,53,1,8.004391e+02,5.394076e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,13,2.025609e+05,3.588498e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.652966,2.424120,53,1,8.008485e+02,5.361828e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,14,2.024392e+05,3.586589e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.654522,2.425002,53,1,8.007485e+02,5.367764e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,15,2.024392e+05,3.592324e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.654945,2.424592,53,1,8.025632e+02,5.368511e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,16,2.024392e+05,3.592324e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.654327,2.422789,53,1,8.011625e+02,5.379237e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,17,2.024392e+05,3.584681e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.654535,2.426155,53,1,8.016420e+02,5.393938e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,18,2.023784e+05,3.586589e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.655795,2.426106,53,1,8.024176e+02,5.371594e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,19,2.024392e+05,3.588498e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.654353,2.424725,53,1,8.005289e+02,5.377785e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,20,2.023784e+05,3.588498e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.655644,2.424148,53,1,8.009750e+02,5.364449e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,21,2.023176e+05,3.592324e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.656424,2.425937,53,1,8.033731e+02,5.369668e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,22,2.025000e+05,3.580871e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.653815,2.428295,53,1,8.009068e+02,5.398112e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,23,2.023784e+05,3.584681e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.655615,2.426377,53,1,8.030871e+02,5.371186e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,24,2.024392e+05,3.586589e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.654549,2.426554,53,1,8.010092e+02,5.389147e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,0,1.893034e+05,3.588498e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.883172,2.442981,49,2,8.523686e+02,5.418186e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,1,2.025000e+05,3.598078e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.651979,2.423876,49,2,8.043281e+02,5.373612e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,2,2.022569e+05,3.600000e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.655331,2.422137,49,2,8.064046e+02,5.384964e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,3,2.025609e+05,3.592324e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.648969,2.422568,49,2,8.014832e+02,5.370252e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,4,2.028047e+05,3.596158e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.645551,2.419917,49,2,8.024351e+02,5.370126e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,5,2.026827e+05,3.594240e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.648465,2.420786,49,2,8.019693e+02,5.371858e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,6,2.025609e+05,3.598078e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.649297,2.419247,49,2,8.028228e+02,5.366242e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,7,2.023784e+05,3.596158e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.652056,2.420305,49,2,8.044415e+02,5.382056e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,8,2.026827e+05,3.601924e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.647949,2.419880,49,2,8.012974e+02,5.363805e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,9,2.025000e+05,3.598078e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.650175,2.420833,49,2,8.038834e+02,5.365879e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,10,2.025609e+05,3.598078e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.649449,2.419354,49,2,8.005193e+02,5.365540e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,11,2.026827e+05,3.601924e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.647543,2.421364,49,2,8.015157e+02,5.360639e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,12,2.025000e+05,3.600000e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.649976,2.417939,49,2,8.035459e+02,5.378794e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,13,2.025609e+05,3.596158e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.649533,2.419492,49,2,8.010994e+02,5.360511e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,14,2.025609e+05,3.594240e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.649043,2.420573,49,2,8.022855e+02,5.360843e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,15,2.025609e+05,3.594240e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.650320,2.421391,49,2,8.009202e+02,5.364528e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,16,2.026827e+05,3.600000e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.647650,2.417869,49,2,8.023900e+02,5.358058e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,17,2.024392e+05,3.600000e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.651239,2.418638,49,2,8.033788e+02,5.381261e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,18,2.026827e+05,3.601924e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.648027,2.417582,49,2,8.009154e+02,5.358030e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,19,2.026827e+05,3.596158e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.647987,2.420126,49,2,8.020250e+02,5.365616e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,20,2.025609e+05,3.592324e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.648947,2.421774,49,2,8.006643e+02,5.367412e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,21,2.026218e+05,3.596158e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.649600,2.423848,49,2,8.030464e+02,5.373916e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,22,2.025609e+05,3.600000e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.649550,2.418178,49,2,8.031594e+02,5.381165e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,23,2.025609e+05,3.600000e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.649335,2.418588,49,2,8.011084e+02,5.367613e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,24,2.025000e+05,3.592324e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.650304,2.422439,49,2,8.040391e+02,5.375907e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,0,1.893566e+05,3.590410e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.883721,2.440578,49,4,8.537875e+02,5.435678e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,1,2.023784e+05,3.596158e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.653078,2.427743,49,4,8.030316e+02,5.424091e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,2,2.023784e+05,3.598078e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.652606,2.422658,49,4,8.046265e+02,5.381685e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,3,2.024392e+05,3.592324e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.650702,2.422353,49,4,8.031395e+02,5.375027e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,4,2.025609e+05,3.596158e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.650200,2.419966,49,4,8.028844e+02,5.369402e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,5,2.026827e+05,3.600000e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.648413,2.420817,49,4,8.025105e+02,5.388391e+02
sz_omp,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,6,2.023784e+05,3.590410e+05,3.465963e-02,2.751360e+00,2.512230e+01,1.256115e+01,1.256115e+01,3.764101e+06,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.445227e+01,168480000,3.038123e+01,3.801615e+00,3.026486e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.001278e+00,21086915,3.195916e+01,673920000,673920000,3.652505,2.424105,49,4,8.188493e+02,5.462020e+02
