SZx-OMP,hacc/vx.f32,1.000000e-03,7.614874e+00,0,74798423.643453,121603374.553736,-7.087549e-07,6.117232e-01,7.610352e+00,1.746765e+06,3.742053e-01,1073726487,8.190215e+01,8.033268e-05,1.502709e+01,2016873033,2.129488,4294905948,14.354935,8.829743,1775.439729,1089.433003,1
SZx-OMP,hacc/vx.f32,1.000000e-03,7.614874e+00,1,74800827.494842,121671461.548714,-1.417510e-06,8.651073e-01,7.610352e+00,1.746765e+06,7.484106e-01,1073726487,7.889185e+01,1.136076e-04,1.502709e+01,2016873033,2.129488,4294905948,14.354473,8.824801,1783.424268,1091.853527,1
SZx-OMP,hacc/vx.f32,1.000000e-03,7.614874e+00,2,74839450.583975,121671582.616040,-2.126265e-06,1.059536e+00,7.610352e+00,1.746765e+06,1.122616e+00,1073726487,7.713094e+01,1.391403e-04,1.502709e+01,2016873033,2.129488,4294905948,14.347065,8.824793,1783.900889,1089.370868,1
SZx-OMP,hacc/vx.f32,1.000000e-03,7.614874e+00,3,74827954.230692,121674893.615422,-2.835019e-06,1.223446e+00,7.610352e+00,1.746765e+06,1.496821e+00,1073726487,7.588155e+01,1.606654e-04,1.502709e+01,2016873033,2.129488,4294905948,14.349270,8.824553,1783.506726,1091.507276,1
SZx-OMP,hacc/vx.f32,1.000000e-03,7.614874e+00,4,74847406.507695,121674986.769370,-3.543774e-06,1.367855e+00,7.610352e+00,1.746765e+06,1.871027e+00,1073726487,7.491245e+01,1.796293e-04,1.502709e+01,2016873033,2.129488,4294905948,14.345540,8.824546,1785.401740,1093.135629,1
SZx-OMP,hacc/vx.f32,1.000000e-03,7.614874e+00,5,74828900.883079,121671351.026917,-4.252529e-06,1.498410e+00,7.610352e+00,1.746765e+06,2.245232e+00,1073726487,7.412064e+01,1.967741e-04,1.502709e+01,2016873033,2.129488,4294905948,14.349088,8.824809,1787.674988,1094.634710,1
SZx-OMP,hacc/vx.f32,1.000000e-03,7.614874e+00,6,74838000.004947,121664819.670166,-4.961284e-06,1.618468e+00,7.610352e+00,1.746765e+06,2.619437e+00,1073726487,7.345117e+01,2.125403e-04,1.502709e+01,2016873033,2.129488,4294905948,14.347343,8.825283,1782.580275,1089.697894,1
SZx-OMP,hacc/vx.f32,1.000000e-03,7.614874e+00,7,74840927.988490,121679104.189856,-5.670039e-06,1.730215e+00,7.610352e+00,1.746765e+06,2.993642e+00,1073726487,7.287125e+01,2.272151e-04,1.502709e+01,2016873033,2.129488,4294905948,14.346782,8.824247,1779.580893,1089.328327,1
SZx-OMP,hacc/vx.f32,1.000000e-03,7.614874e+00,8,74839444.166408,121668574.895935,-6.378794e-06,1.835170e+00,7.610352e+00,1.746765e+06,3.367848e+00,1073726487,7.235973e+01,2.409981e-04,1.502709e+01,2016873033,2.129488,4294905948,14.347067,8.825011,1785.123237,1093.074900,1
SZx-OMP,hacc/vx.f32,1.000000e-03,7.614874e+00,9,74839716.071096,121666751.981088,-7.087549e-06,1.934439e+00,7.610352e+00,1.746765e+06,3.742053e+00,1073726487,7.190215e+01,2.540343e-04,1.502709e+01,2016873033,2.129488,4294905948,14.347014,8.825143,1787.465883,1095.347294,1
