Compressor,Dataset,Field,ABS Error Bound,Iteration,Compression Rate,Decompression Rate,Avg Difference,Avg Error,Difference Range,Error Range,Max Error,Max PW-REL Error,Max REL Error,Min Error,Min PW-REL Error,Min REL Error,MSE,Number of Elements,PSNR,RMSE,NRMSE,Max Value,Mean Value,Min Value,Value Range,Std Dev,Bit Rate,Compressed Size,Compression Ratio,Decompressed Size,Uncompressed Size,Compression Runtime (s),Decompression Runtime (s),CPU Core,Threads,Compression Energy (J),Decompression Energy (J)
sz_omp,nyx,temperature.f32,0.01,1,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,4.032158,9.125525,203,16,508.3181417452454,1150.4186865816719
sz_omp,nyx,temperature.f32,0.01,2,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,4.027699,9.093318,203,16,507.75601332814415,1146.3584780305214
sz_omp,nyx,temperature.f32,0.01,3,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,4.205017,9.018392,68,16,530.1097892114263,1136.9128548460124
sz_omp,nyx,temperature.f32,0.01,4,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,3.98782,8.987846,68,16,502.7286262131902,1133.0620419667177
sz_omp,nyx,temperature.f32,0.01,5,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,3.955831,9.236767,68,16,498.6959000560583,1164.44252362477
sz_omp,nyx,temperature.f32,0.01,6,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,3.991396,9.068313,68,16,503.17943832791417,1143.2061970101995
sz_omp,nyx,temperature.f32,0.01,7,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,3.923329,9.16978,68,16,494.5985020267638,1155.9977386334356
sz_omp,nyx,temperature.f32,0.01,8,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,3.971901,9.009686,68,16,500.7217811197086,1135.8153240096626
sz_omp,nyx,temperature.f32,0.01,9,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,3.904743,9.042165,68,16,492.25543883765334,1139.9098225203222
sz_omp,nyx,temperature.f32,0.01,10,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,3.99356,9.21847,68,16,503.4522452116565,1162.1358935176381
sz_omp,nyx,temperature.f32,0.01,11,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,3.89504,9.018932,68,16,491.03222017177916,1136.9809305009203
sz_omp,nyx,temperature.f32,0.01,12,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,3.912628,9.076201,68,16,493.2494694653375,1144.2006058359664
sz_omp,nyx,temperature.f32,0.01,13,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,4.124822,9.019479,68,16,519.999924127454,1137.0498886180214
sz_omp,nyx,temperature.f32,0.01,14,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,3.94569,9.01478,68,16,497.417464470092,1136.4575043542945
sz_omp,nyx,temperature.f32,0.01,15,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,3.914023,9.229784,68,16,493.4253315738497,1163.5622045539878
sz_omp,nyx,temperature.f32,0.01,16,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,3.931678,9.015413,68,16,495.6510272912576,1136.53730414977
sz_omp,nyx,temperature.f32,0.01,17,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,3.952797,9.0431,68,16,498.31341572829757,1140.0276942561352
sz_omp,nyx,temperature.f32,0.01,18,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,3.924256,9.192345,68,16,494.7153652343559,1158.8424185463957
sz_omp,nyx,temperature.f32,0.01,19,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,3.929885,9.054037,68,16,495.42499090375776,1141.4064784000766
sz_omp,nyx,temperature.f32,0.01,20,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,3.90576,9.028346,68,16,492.3836479877301,1138.167716084816
sz_omp,nyx,temperature.f32,0.01,21,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,4.141697,8.997531,68,16,522.1272883433281,1134.2829914440952
sz_omp,nyx,temperature.f32,0.01,22,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,3.910548,9.025376,68,16,492.98725212791413,1137.793299982822
sz_omp,nyx,temperature.f32,0.01,23,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,3.907628,9.160349,68,16,492.6191393273006,1154.8088099270706
sz_omp,nyx,temperature.f32,0.01,24,5.53e-322,0.0,1.145449e-310,0.0,5.53e-322,0.0,1.145449e-310,3.56e-322,1.5e-323,1.5e-323,6.9532e-310,1.931016e-312,2.525175e-312,23184143097952,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.14545e-310,1.145241e-310,6415200,3.56e-322,80,0,3.904419,9.026596,68,16,492.2145934447086,1137.947100536503
sz_omp,nyx,temperature.f32,0.01,0,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,4.060077,9.150258,73,32,514.0830683310318,1158.5969203688921
sz_omp,nyx,temperature.f32,0.01,1,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,4.172574,9.147224,73,32,528.3273309245826,1158.2127581893778
sz_omp,nyx,temperature.f32,0.01,2,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,4.009176,9.076608,76,32,507.63803237207895,1149.2714277778452
sz_omp,nyx,temperature.f32,0.01,3,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,4.00243,9.241219,76,32,506.78386030121396,1170.1143152307284
sz_omp,nyx,temperature.f32,0.01,4,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,4.042714,9.083229,76,32,511.8845818699545,1150.1097724682093
sz_omp,nyx,temperature.f32,0.01,5,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,4.006549,8.981533,76,32,507.3054041434749,1137.2331221689683
sz_omp,nyx,temperature.f32,0.01,6,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,4.115593,9.026773,76,32,521.1124511780728,1142.9613677198026
sz_omp,nyx,temperature.f32,0.01,7,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,3.963668,9.001777,76,32,501.8758529174507,1139.796398095827
sz_omp,nyx,temperature.f32,0.01,8,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,3.957028,9.216497,76,32,501.0351024652504,1166.9840392248104
sz_omp,nyx,temperature.f32,0.01,9,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,3.911886,9.015031,72,32,495.3192655807283,1141.4746069050834
sz_omp,nyx,temperature.f32,0.01,10,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,3.969522,9.063644,72,32,502.6170808010622,1147.6299384913505
sz_omp,nyx,temperature.f32,0.01,11,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,4.078021,9.020513,72,32,516.3551204566768,1142.1687325043247
sz_omp,nyx,temperature.f32,0.01,12,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,3.930228,9.068604,72,32,497.6417120858877,1148.2579689496208
sz_omp,nyx,temperature.f32,0.01,13,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,3.91753,9.207459,76,32,496.03390346509866,1165.8396563050833
sz_omp,nyx,temperature.f32,0.01,14,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,3.979737,9.013673,72,32,503.9104943355842,1141.3026582433233
sz_omp,nyx,temperature.f32,0.01,15,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,3.927721,9.103737,229,32,497.3242781425645,1152.706475822686
sz_omp,nyx,temperature.f32,0.01,16,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,4.149608,9.697821,229,32,525.4193979599393,1227.9288239619877
sz_omp,nyx,temperature.f32,0.01,17,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,4.169548,9.233595,229,32,527.9441816974203,1169.148971639226
sz_omp,nyx,temperature.f32,0.01,18,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,4.226321,9.368291,229,32,535.1327246827769,1186.2040503906676
sz_omp,nyx,temperature.f32,0.01,19,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,4.054291,9.153392,229,32,513.3504505424127,1158.9937444528073
sz_omp,nyx,temperature.f32,0.01,20,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,3.933074,9.244385,229,32,498.002069885129,1170.5151911240516
sz_omp,nyx,temperature.f32,0.01,21,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,4.040216,9.338577,229,32,511.5682874980273,1182.4416921170714
sz_omp,nyx,temperature.f32,0.01,22,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,4.003722,9.087294,229,32,506.94745210606976,1150.624478882094
sz_omp,nyx,temperature.f32,0.01,23,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,3.939562,9.246813,229,32,498.8235742426403,1170.8226221628984
sz_omp,nyx,temperature.f32,0.01,24,5.53e-322,0.0,1.135822e-310,0.0,5.53e-322,0.0,1.135822e-310,3.56e-322,1.5e-323,1.5e-323,6.952577e-310,1.931016e-312,2.525175e-312,22989300158560,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.135823e-310,1.135692e-310,31894768,3.56e-322,80,0,3.996411,9.084312,229,32,506.0217402753414,1150.246900892868
sz_omp,nyx,temperature.f32,0.01,0,5.53e-322,0.0,1.123263e-310,0.0,5.53e-322,0.0,1.123264e-310,3.56e-322,1.5e-323,1.5e-323,6.952949e-310,1.931016e-312,2.525175e-312,22735111164000,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.123265e-310,1.123172e-310,20487904,3.56e-322,80,0,4.04835,8.990219,74,64,511.85407226934996,1136.680426777152
sz_omp,nyx,temperature.f32,0.01,1,5.53e-322,0.0,1.123263e-310,0.0,5.53e-322,0.0,1.123264e-310,3.56e-322,1.5e-323,1.5e-323,6.952949e-310,1.931016e-312,2.525175e-312,22735111164000,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.123265e-310,1.123172e-310,20487904,3.56e-322,80,0,4.002453,9.159704,74,64,506.0510744171518,1158.109302106254
sz_omp,nyx,temperature.f32,0.01,2,5.53e-322,0.0,1.123263e-310,0.0,5.53e-322,0.0,1.123264e-310,3.56e-322,1.5e-323,1.5e-323,6.952949e-310,1.931016e-312,2.525175e-312,22735111164000,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.123265e-310,1.123172e-310,20487904,3.56e-322,80,0,4.025882,8.924446,74,64,509.01332547232215,1128.3644022497833
sz_omp,nyx,temperature.f32,0.01,3,5.53e-322,0.0,1.123263e-310,0.0,5.53e-322,0.0,1.123264e-310,3.56e-322,1.5e-323,1.5e-323,6.952949e-310,1.931016e-312,2.525175e-312,22735111164000,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.123265e-310,1.123172e-310,20487904,3.56e-322,80,0,4.005408,8.929693,74,64,506.4246905282974,1129.0278079131272
sz_omp,nyx,temperature.f32,0.01,4,5.53e-322,0.0,1.123263e-310,0.0,5.53e-322,0.0,1.123264e-310,3.56e-322,1.5e-323,1.5e-323,6.952949e-310,1.931016e-312,2.525175e-312,22735111164000,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.123265e-310,1.123172e-310,20487904,3.56e-322,80,0,4.196758,8.918178,74,64,530.6180722094118,1127.5719062143655
sz_omp,nyx,temperature.f32,0.01,5,5.53e-322,0.0,1.123263e-310,0.0,5.53e-322,0.0,1.123264e-310,3.56e-322,1.5e-323,1.5e-323,6.952949e-310,1.931016e-312,2.525175e-312,22735111164000,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.123265e-310,1.123172e-310,20487904,3.56e-322,80,0,3.971246,8.879844,74,64,502.1054101259444,1122.725138023282
sz_omp,nyx,temperature.f32,0.01,6,5.53e-322,0.0,1.123263e-310,0.0,5.53e-322,0.0,1.123264e-310,3.56e-322,1.5e-323,1.5e-323,6.952949e-310,1.931016e-312,2.525175e-312,22735111164000,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.123265e-310,1.123172e-310,20487904,3.56e-322,80,0,3.936356,9.09974,74,64,497.6940848745512,1150.527739842725
sz_omp,nyx,temperature.f32,0.01,7,5.53e-322,0.0,1.123263e-310,0.0,5.53e-322,0.0,1.123264e-310,3.56e-322,1.5e-323,1.5e-323,6.952949e-310,1.931016e-312,2.525175e-312,22735111164000,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.123265e-310,1.123172e-310,20487904,3.56e-322,80,0,3.935663,8.835027,68,64,497.60646525863785,1117.058690221858
sz_omp,nyx,temperature.f32,0.01,8,5.53e-322,0.0,1.123263e-310,0.0,5.53e-322,0.0,1.123264e-310,3.56e-322,1.5e-323,1.5e-323,6.952949e-310,1.931016e-312,2.525175e-312,22735111164000,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.123265e-310,1.123172e-310,20487904,3.56e-322,80,0,3.948455,8.842477,68,64,499.22382474891657,1118.000632701734
sz_omp,nyx,temperature.f32,0.01,9,5.53e-322,0.0,1.123263e-310,0.0,5.53e-322,0.0,1.123264e-310,3.56e-322,1.5e-323,1.5e-323,6.952949e-310,1.931016e-312,2.525175e-312,22735111164000,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.123265e-310,1.123172e-310,20487904,3.56e-322,80,0,4.074891,8.761009,68,64,515.2097897671209,1107.7002072050157
sz_omp,nyx,temperature.f32,0.01,10,5.53e-322,0.0,1.123263e-310,0.0,5.53e-322,0.0,1.123264e-310,3.56e-322,1.5e-323,1.5e-323,6.952949e-310,1.931016e-312,2.525175e-312,22735111164000,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.123265e-310,1.123172e-310,20487904,3.56e-322,80,0,3.971956,8.757892,68,64,502.19517914080507,1107.3061085862541
sz_omp,nyx,temperature.f32,0.01,11,5.53e-322,0.0,1.123263e-310,0.0,5.53e-322,0.0,1.123264e-310,3.56e-322,1.5e-323,1.5e-323,6.952949e-310,1.931016e-312,2.525175e-312,22735111164000,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.123265e-310,1.123172e-310,20487904,3.56e-322,80,0,3.896989,8.916433,68,64,492.71670908860693,1127.3512767341797
sz_omp,nyx,temperature.f32,0.01,12,5.53e-322,0.0,1.123263e-310,0.0,5.53e-322,0.0,1.123264e-310,3.56e-322,1.5e-323,1.5e-323,6.952949e-310,1.931016e-312,2.525175e-312,22735111164000,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.123265e-310,1.123172e-310,20487904,3.56e-322,80,0,3.917018,8.807027,68,64,495.2490803543035,1113.5185037203098
sz_omp,nyx,temperature.f32,0.01,13,5.53e-322,0.0,1.123263e-310,0.0,5.53e-322,0.0,1.123264e-310,3.56e-322,1.5e-323,1.5e-323,6.952949e-310,1.931016e-312,2.525175e-312,22735111164000,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.123265e-310,1.123172e-310,20487904,3.56e-322,80,0,3.936119,8.780978,68,64,497.6641197245203,1110.2249923567804
sz_omp,nyx,temperature.f32,0.01,14,5.53e-322,0.0,1.123263e-310,0.0,5.53e-322,0.0,1.123264e-310,3.56e-322,1.5e-323,1.5e-323,6.952949e-310,1.931016e-312,2.525175e-312,22735111164000,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.123265e-310,1.123172e-310,20487904,3.56e-322,80,0,4.122481,8.763655,68,64,521.2268424674304,1108.0347548294121
