Compressor,Dataset,Field,ABS Error Bound,Iteration,Compression Rate,Decompression Rate,Avg Difference,Avg Error,Difference Range,Error Range,Max Error,Max PW-REL Error,Max REL Error,Min Error,Min PW-REL Error,Min REL Error,MSE,Number of Elements,PSNR,RMSE,NRMSE,Max Value,Mean Value,Min Value,Value Range,Std Dev,Bit Rate,Compressed Size,Compression Ratio,Decompressed Size,Uncompressed Size,Compression Runtime (ms),Decompression Runtime (ms),CPU Core,Compression Energy (J),Decompression Energy (J)
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.001,0,324378.5,635470.8,-1.357323e-05,0.0002876506,0.002,0.001,0.001,1.190493e+16,6.501831e-05,1.03883e-15,2.567741e-13,6.754298e-17,1.385805e-07,1375000000,92.32227,0.000372264,2.420398e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.6622871,113830603,96.63482,11000000000,11000000000,33911,17310,11,1190.584667845666,607.7385096401899
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.001,1,312375.8,665658.1,-1.357323e-05,0.0002876506,0.002,0.001,0.001,1.190493e+16,6.501831e-05,1.03883e-15,2.567741e-13,6.754298e-17,1.385805e-07,1375000000,92.32227,0.000372264,2.420398e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.6622871,113830603,96.63482,11000000000,11000000000,35214,16525,11,1236.331824290563,580.1778666553517
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.001,2,320102.4,665497.0,-1.357323e-05,0.0002876506,0.002,0.001,0.001,1.190493e+16,6.501831e-05,1.03883e-15,2.567741e-13,6.754298e-17,1.385805e-07,1375000000,92.32227,0.000372264,2.420398e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.6622871,113830603,96.63482,11000000000,11000000000,34364,16529,11,1206.4890898483816,580.3183030527266
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.001,3,314699.3,658840.4,-1.357323e-05,0.0002876506,0.002,0.001,0.001,1.190493e+16,6.501831e-05,1.03883e-15,2.567741e-13,6.754298e-17,1.385805e-07,1375000000,92.32227,0.000372264,2.420398e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.6622871,113830603,96.63482,11000000000,11000000000,34954,16696,11,1227.20345846119,586.1815226431318
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.001,4,314429.5,654177.8,-1.357323e-05,0.0002876506,0.002,0.001,0.001,1.190493e+16,6.501831e-05,1.03883e-15,2.567741e-13,6.754298e-17,1.385805e-07,1375000000,92.32227,0.000372264,2.420398e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.6622871,113830603,96.63482,11000000000,11000000000,34984,16815,11,1228.2567314415023,590.3595054650372
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.001,5,310497.6,608777.5,-1.357323e-05,0.0002876506,0.002,0.001,0.001,1.190493e+16,6.501831e-05,1.03883e-15,2.567741e-13,6.754298e-17,1.385805e-07,1375000000,92.32227,0.000372264,2.420398e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.6622871,113830603,96.63482,11000000000,11000000000,35427,18069,11,1243.8100624507804,634.3863160420908
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.001,6,318877.6,627567.3,-1.357323e-05,0.0002876506,0.002,0.001,0.001,1.190493e+16,6.501831e-05,1.03883e-15,2.567741e-13,6.754298e-17,1.385805e-07,1375000000,92.32227,0.000372264,2.420398e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.6622871,113830603,96.63482,11000000000,11000000000,34496,17528,11,1211.1234909617558,615.3922932971259
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.001,7,311376.6,608306.1,-1.357323e-05,0.0002876506,0.002,0.001,0.001,1.190493e+16,6.501831e-05,1.03883e-15,2.567741e-13,6.754298e-17,1.385805e-07,1375000000,92.32227,0.000372264,2.420398e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.6622871,113830603,96.63482,11000000000,11000000000,35327,18083,139,1240.2991525164061,634.8778434329032
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.0001,0,305072.5,525511.2,-4.183457e-07,3.159175e-05,0.0002,0.0001,0.0001,3603136000000000.0,6.501831e-06,0.0,0.0,0.0,1.644843e-09,1375000000,111.578,4.055666e-05,2.636926e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.442527,247934379,44.36658,11000000000,11000000000,36057,20932,15,2461.9873348585484,1429.2458854940548
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.0001,1,297844.7,561396.3,-4.183457e-07,3.159175e-05,0.0002,0.0001,0.0001,3603136000000000.0,6.501831e-06,0.0,0.0,0.0,1.644843e-09,1375000000,111.578,4.055666e-05,2.636926e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.442527,247934379,44.36658,11000000000,11000000000,36932,19594,4,2521.732707962279,1337.8866749651495
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.0001,2,295516.2,559625.6,-4.183457e-07,3.159175e-05,0.0002,0.0001,0.0001,3603136000000000.0,6.501831e-06,0.0,0.0,0.0,1.644843e-09,1375000000,111.578,4.055666e-05,2.636926e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.442527,247934379,44.36658,11000000000,11000000000,37223,19656,4,2541.6023120459204,1342.1200614022139
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.0001,3,296816.0,552098.0,-4.183457e-07,3.159175e-05,0.0002,0.0001,0.0001,3603136000000000.0,6.501831e-06,0.0,0.0,0.0,1.644843e-09,1375000000,111.578,4.055666e-05,2.636926e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.442527,247934379,44.36658,11000000000,11000000000,37060,19924,4,2530.472602542025,1360.4192156785568
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.0001,4,296816.0,512605.4,-4.183457e-07,3.159175e-05,0.0002,0.0001,0.0001,3603136000000000.0,6.501831e-06,0.0,0.0,0.0,1.644843e-09,1375000000,111.578,4.055666e-05,2.636926e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.442527,247934379,44.36658,11000000000,11000000000,37060,21459,4,2530.472602542025,1465.229670209102
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.0001,5,300645.0,515802.3,-4.183457e-07,3.159175e-05,0.0002,0.0001,0.0001,3603136000000000.0,6.501831e-06,0.0,0.0,0.0,1.644843e-09,1375000000,111.578,4.055666e-05,2.636926e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.442527,247934379,44.36658,11000000000,11000000000,36588,21326,4,2498.2442412792125,1456.148373497335
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.0001,6,300875.3,535957.9,-4.183457e-07,3.159175e-05,0.0002,0.0001,0.0001,3603136000000000.0,6.501831e-06,0.0,0.0,0.0,1.644843e-09,1375000000,111.578,4.055666e-05,2.636926e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.442527,247934379,44.36658,11000000000,11000000000,36560,20524,8,2496.3323893398933,1401.3874715211152
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.0001,7,283351.8,530708.7,-4.183457e-07,3.159175e-05,0.0002,0.0001,0.0001,3603136000000000.0,6.501831e-06,0.0,0.0,0.0,1.644843e-09,1375000000,111.578,4.055666e-05,2.636926e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.442527,247934379,44.36658,11000000000,11000000000,38821,20727,8,2650.7144334399345,1415.2483980811805
sz3,s3d,stat_planar.1.1000E-03.field.d64,1e-05,0,280927.6,432372.9,8.830056e-09,3.473332e-06,2e-05,1e-05,1e-05,303670800000000.0,6.501831e-07,0.0,0.0,0.0,1.944153e-11,1375000000,130.852,4.409255e-06,2.866823e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,2.753524,473261916,23.24294,11000000000,11000000000,39156,25441,130,2698.2096715750235,1753.1196305684998
sz3,s3d,stat_planar.1.1000E-03.field.d64,1e-05,1,278143.0,460790.9,8.830056e-09,3.473332e-06,2e-05,1e-05,1e-05,303670800000000.0,6.501831e-07,0.0,0.0,0.0,1.944153e-11,1375000000,130.852,4.409255e-06,2.866823e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,2.753524,473261916,23.24294,11000000000,11000000000,39548,23872,130,2725.2220883504197,1645.0010542404477
sz3,s3d,stat_planar.1.1000E-03.field.d64,1e-05,2,281193.3,455599.7,8.830056e-09,3.473332e-06,2e-05,1e-05,1e-05,303670800000000.0,6.501831e-07,0.0,0.0,0.0,1.944153e-11,1375000000,130.852,4.409255e-06,2.866823e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,2.753524,473261916,23.24294,11000000000,11000000000,39119,24144,130,2695.6600301957133,1663.7443638397021
sz3,s3d,stat_planar.1.1000E-03.field.d64,1e-05,3,283256.9,462787.7,8.830056e-09,3.473332e-06,2e-05,1e-05,1e-05,303670800000000.0,6.501831e-07,0.0,0.0,0.0,1.944153e-11,1375000000,130.852,4.409255e-06,2.866823e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,2.753524,473261916,23.24294,11000000000,11000000000,38834,23769,130,2676.020900652377,1637.9034039142593
sz3,s3d,stat_planar.1.1000E-03.field.d64,1e-05,4,278445.8,438929.0,8.830056e-09,3.473332e-06,2e-05,1e-05,1e-05,303670800000000.0,6.501831e-07,0.0,0.0,0.0,1.944153e-11,1375000000,130.852,4.409255e-06,2.866823e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,2.753524,473261916,23.24294,11000000000,11000000000,39505,25061,130,2722.2589916123025,1726.934124510718
sz3,s3d,stat_planar.1.1000E-03.field.d64,1e-05,5,282725.5,440088.0,8.830056e-09,3.473332e-06,2e-05,1e-05,1e-05,303670800000000.0,6.501831e-07,0.0,0.0,0.0,1.944153e-11,1375000000,130.852,4.409255e-06,2.866823e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,2.753524,473261916,23.24294,11000000000,11000000000,38907,24995,130,2681.0512741845296,1722.3861155638401
sz3,s3d,stat_planar.1.1000E-03.field.d64,1e-05,6,276076.7,438649.0,8.830056e-09,3.473332e-06,2e-05,1e-05,1e-05,303670800000000.0,6.501831e-07,0.0,0.0,0.0,1.944153e-11,1375000000,130.852,4.409255e-06,2.866823e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,2.753524,473261916,23.24294,11000000000,11000000000,39844,25077,130,2745.6192193849024,1728.0366721342036
sz3,s3d,stat_planar.1.1000E-03.field.d64,1e-05,7,277995.4,454301.4,8.830056e-09,3.473332e-06,2e-05,1e-05,1e-05,303670800000000.0,6.501831e-07,0.0,0.0,0.0,1.944153e-11,1375000000,130.852,4.409255e-06,2.866823e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,2.753524,473261916,23.24294,11000000000,11000000000,39569,24213,130,2726.6691821062445,1668.4991004659835
sz3,s3d,stat_planar.1.1000E-03.field.d64,1e-06,0,266880.2,358703.5,6.002058e-10,3.641425e-07,2e-06,1e-06,1e-06,12447940000000.0,6.501831e-08,0.0,0.0,0.0,2.124333e-13,1375000000,150.4671,4.609049e-07,2.996726e-08,15.36255,1.096437,-0.0177315,15.38028,3.444214,4.594276,789641215,13.93038,11000000000,11000000000,41217,30666,138,2908.764518044477,2164.159757147583
sz3,s3d,stat_planar.1.1000E-03.field.d64,1e-06,1,269522.0,360963.4,6.002058e-10,3.641425e-07,2e-06,1e-06,1e-06,12447940000000.0,6.501831e-08,0.0,0.0,0.0,2.124333e-13,1375000000,150.4671,4.609049e-07,2.996726e-08,15.36255,1.096437,-0.0177315,15.38028,3.444214,4.594276,789641215,13.93038,11000000000,11000000000,40813,30474,138,2880.253445785701,2150.6099406285607
sz3,s3d,stat_planar.1.1000E-03.field.d64,1e-06,2,264518.5,365448.5,6.002058e-10,3.641425e-07,2e-06,1e-06,1e-06,12447940000000.0,6.501831e-08,0.0,0.0,0.0,2.124333e-13,1375000000,150.4671,4.609049e-07,2.996726e-08,15.36255,1.096437,-0.0177315,15.38028,3.444214,4.594276,789641215,13.93038,11000000000,11000000000,41585,30100,138,2934.7349997059364,2124.2160272008823
sz3,s3d,stat_planar.1.1000E-03.field.d64,1e-06,3,269165.8,355710.8,6.002058e-10,3.641425e-07,2e-06,1e-06,1e-06,12447940000000.0,6.501831e-08,0.0,0.0,0.0,2.124333e-13,1375000000,150.4671,4.609049e-07,2.996726e-08,15.36255,1.096437,-0.0177315,15.38028,3.444214,4.594276,789641215,13.93038,11000000000,11000000000,40867,30924,138,2884.064331681676,2182.367323095019
sz3,s3d,stat_planar.1.1000E-03.field.d64,1e-06,4,265700.5,340104.5,6.002058e-10,3.641425e-07,2e-06,1e-06,1e-06,12447940000000.0,6.501831e-08,0.0,0.0,0.0,2.124333e-13,1375000000,150.4671,4.609049e-07,2.996726e-08,15.36255,1.096437,-0.0177315,15.38028,3.444214,4.594276,789641215,13.93038,11000000000,11000000000,41400,32343,138,2921.6791869141703,2282.508935805918
sz3,s3d,stat_planar.1.1000E-03.field.d64,1e-06,5,268181.5,349261.8,6.002058e-10,3.641425e-07,2e-06,1e-06,1e-06,12447940000000.0,6.501831e-08,0.0,0.0,0.0,2.124333e-13,1375000000,150.4671,4.609049e-07,2.996726e-08,15.36255,1.096437,-0.0177315,15.38028,3.444214,4.594276,789641215,13.93038,11000000000,11000000000,41017,31495,138,2894.650125837162,2222.663912846903
sz3,s3d,stat_planar.1.1000E-03.field.d64,1e-06,6,263656.2,344438.9,6.002058e-10,3.641425e-07,2e-06,1e-06,1e-06,12447940000000.0,6.501831e-08,0.0,0.0,0.0,2.124333e-13,1375000000,150.4671,4.609049e-07,2.996726e-08,15.36255,1.096437,-0.0177315,15.38028,3.444214,4.594276,789641215,13.93038,11000000000,11000000000,41721,31936,138,2944.33278640691,2253.786147664032
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.1,0,732600.7,693393.8,1.771806e-06,0.000236854,0.0234427,0.0121788,0.0121788,1.626945e+16,0.0007918451,7.920671e-20,1.782624e-13,5.149887e-21,1.911746e-07,1375000000,90.92498,0.0004372352,2.842829e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.8912114,153176960,71.81237,11000000000,11000000000,15015,15864,15,291.91715744680874,308.42316255319173
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.1,1,693568.7,754044.4,1.771806e-06,0.000236854,0.0234427,0.0121788,0.0121788,1.626945e+16,0.0007918451,7.920671e-20,1.782624e-13,5.149887e-21,1.911746e-07,1375000000,90.92498,0.0004372352,2.842829e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.8912114,153176960,71.81237,11000000000,11000000000,15860,14588,143,308.34539574468107,283.6155506382981
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.1,2,703504.7,829875.5,1.771806e-06,0.000236854,0.0234427,0.0121788,0.0121788,1.626945e+16,0.0007918451,7.920671e-20,1.782624e-13,5.149887e-21,1.911746e-07,1375000000,90.92498,0.0004372352,2.842829e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.8912114,153176960,71.81237,11000000000,11000000000,15636,13255,143,303.9904544680853,257.69976170212783
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.1,3,773504.0,829249.9,1.771806e-06,0.000236854,0.0234427,0.0121788,0.0121788,1.626945e+16,0.0007918451,7.920671e-20,1.782624e-13,5.149887e-21,1.911746e-07,1375000000,90.92498,0.0004372352,2.842829e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.8912114,153176960,71.81237,11000000000,11000000000,14221,13265,143,276.480445957447,257.8941787234044
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.1,4,694751.5,825206.3,1.771806e-06,0.000236854,0.0234427,0.0121788,0.0121788,1.626945e+16,0.0007918451,7.920671e-20,1.782624e-13,5.149887e-21,1.911746e-07,1375000000,90.92498,0.0004372352,2.842829e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.8912114,153176960,71.81237,11000000000,11000000000,15833,13330,143,307.8204697872343,259.15788936170236
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.1,5,772689.0,827503.2,1.771806e-06,0.000236854,0.0234427,0.0121788,0.0121788,1.626945e+16,0.0007918451,7.920671e-20,1.782624e-13,5.149887e-21,1.911746e-07,1375000000,90.92498,0.0004372352,2.842829e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.8912114,153176960,71.81237,11000000000,11000000000,14236,13293,143,276.7720714893619,258.4385463829789
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.1,6,693219.1,819000.8,1.771806e-06,0.000236854,0.0234427,0.0121788,0.0121788,1.626945e+16,0.0007918451,7.920671e-20,1.782624e-13,5.149887e-21,1.911746e-07,1375000000,90.92498,0.0004372352,2.842829e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.8912114,153176960,71.81237,11000000000,11000000000,15868,13431,143,308.50092936170233,261.12150127659595
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.1,7,693437.6,823168.5,1.771806e-06,0.000236854,0.0234427,0.0121788,0.0121788,1.626945e+16,0.0007918451,7.920671e-20,1.782624e-13,5.149887e-21,1.911746e-07,1375000000,90.92498,0.0004372352,2.842829e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.8912114,153176960,71.81237,11000000000,11000000000,15863,13363,143,308.403720851064,259.7994655319151
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.1,8,731626.2,750955.8,1.771806e-06,0.000236854,0.0234427,0.0121788,0.0121788,1.626945e+16,0.0007918451,7.920671e-20,1.782624e-13,5.149887e-21,1.911746e-07,1375000000,90.92498,0.0004372352,2.842829e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.8912114,153176960,71.81237,11000000000,11000000000,15035,14648,143,292.30599148936193,284.78205276595764
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.1,9,719471.5,732308.1,1.771806e-06,0.000236854,0.0234427,0.0121788,0.0121788,1.626945e+16,0.0007918451,7.920671e-20,1.782624e-13,5.149887e-21,1.911746e-07,1375000000,90.92498,0.0004372352,2.842829e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.8912114,153176960,71.81237,11000000000,11000000000,15289,15021,143,297.2441838297874,292.0338076595747
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.01,0,635911.7,573783.3,5.140887e-07,4.274336e-05,0.00309985,0.001571652,0.001571652,1674043000000000.0,0.0001021861,7.920671e-20,4.054376e-15,5.149887e-21,5.786086e-09,1375000000,106.1154,7.606632e-05,4.945704e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.810163,311121712,35.35594,11000000000,11000000000,17298,19171,5,1232.2003778571423,1365.621080119047
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.01,1,569771.1,596335.2,5.140887e-07,4.274336e-05,0.00309985,0.001571652,0.001571652,1674043000000000.0,0.0001021861,7.920671e-20,4.054376e-15,5.149887e-21,5.786086e-09,1375000000,106.1154,7.606632e-05,4.945704e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.810163,311121712,35.35594,11000000000,11000000000,19306,18446,5,1375.2376283333326,1313.976654523809
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.01,2,673071.0,619334.5,5.140887e-07,4.274336e-05,0.00309985,0.001571652,0.001571652,1674043000000000.0,0.0001021861,7.920671e-20,4.054376e-15,5.149887e-21,5.786086e-09,1375000000,106.1154,7.606632e-05,4.945704e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.810163,311121712,35.35594,11000000000,11000000000,16343,17761,5,1164.1722034523805,1265.1815765476185
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.01,3,609047.1,639683.6,5.140887e-07,4.274336e-05,0.00309985,0.001571652,0.001571652,1674043000000000.0,0.0001021861,7.920671e-20,4.054376e-15,5.149887e-21,5.786086e-09,1375000000,106.1154,7.606632e-05,4.945704e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.810163,311121712,35.35594,11000000000,11000000000,18061,17196,5,1286.5516836904756,1224.9345414285708
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.01,4,615694.6,633458.1,5.140887e-07,4.274336e-05,0.00309985,0.001571652,0.001571652,1674043000000000.0,0.0001021861,7.920671e-20,4.054376e-15,5.149887e-21,5.786086e-09,1375000000,106.1154,7.606632e-05,4.945704e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.810163,311121712,35.35594,11000000000,11000000000,17866,17365,5,1272.6611140476184,1236.9730351190472
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.01,5,667921.5,597663.7,5.140887e-07,4.274336e-05,0.00309985,0.001571652,0.001571652,1674043000000000.0,0.0001021861,7.920671e-20,4.054376e-15,5.149887e-21,5.786086e-09,1375000000,106.1154,7.606632e-05,4.945704e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.810163,311121712,35.35594,11000000000,11000000000,16469,18405,5,1173.1476484523805,1311.056073214285
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.01,6,607936.3,594530.3,5.140887e-07,4.274336e-05,0.00309985,0.001571652,0.001571652,1674043000000000.0,0.0001021861,7.920671e-20,4.054376e-15,5.149887e-21,5.786086e-09,1375000000,106.1154,7.606632e-05,4.945704e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.810163,311121712,35.35594,11000000000,11000000000,18094,18502,5,1288.90239547619,1317.9657411904757
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.01,7,590160.4,572350.3,5.140887e-07,4.274336e-05,0.00309985,0.001571652,0.001571652,1674043000000000.0,0.0001021861,7.920671e-20,4.054376e-15,5.149887e-21,5.786086e-09,1375000000,106.1154,7.606632e-05,4.945704e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.810163,311121712,35.35594,11000000000,11000000000,18639,19219,5,1327.7247567857137,1369.0402972619042
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.01,8,577155.1,569240.3,5.140887e-07,4.274336e-05,0.00309985,0.001571652,0.001571652,1674043000000000.0,0.0001021861,7.920671e-20,4.054376e-15,5.149887e-21,5.786086e-09,1375000000,106.1154,7.606632e-05,4.945704e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.810163,311121712,35.35594,11000000000,11000000000,19059,19324,5,1357.6429067857136,1376.5198347619041
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.01,9,563409.1,559085.1,5.140887e-07,4.274336e-05,0.00309985,0.001571652,0.001571652,1674043000000000.0,0.0001021861,7.920671e-20,4.054376e-15,5.149887e-21,5.786086e-09,1375000000,106.1154,7.606632e-05,4.945704e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.810163,311121712,35.35594,11000000000,11000000000,19524,19675,5,1390.7665728571424,1401.522860119047
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.001,0,526643.4,412247.5,-3.126589e-08,6.890407e-06,0.000386671,0.0001944893,0.0001944893,305541000000000.0,1.264537e-05,7.920671e-20,9.279126e-16,5.149887e-21,1.393512e-10,1375000000,122.2982,1.180471e-05,7.675224e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,3.0353,521692176,21.08523,11000000000,11000000000,20887,26683,12,3039.165949618558,3882.5137661546405
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.001,1,502466.7,432084.2,-3.126589e-08,6.890407e-06,0.000386671,0.0001944893,0.0001944893,305541000000000.0,1.264537e-05,7.920671e-20,9.279126e-16,5.149887e-21,1.393512e-10,1375000000,122.2982,1.180471e-05,7.675224e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,3.0353,521692176,21.08523,11000000000,11000000000,21892,25458,12,3185.398619670104,3704.2699643505166
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.001,2,535045.5,433702.6,-3.126589e-08,6.890407e-06,0.000386671,0.0001944893,0.0001944893,305541000000000.0,1.264537e-05,7.920671e-20,9.279126e-16,5.149887e-21,1.393512e-10,1375000000,122.2982,1.180471e-05,7.675224e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,3.0353,521692176,21.08523,11000000000,11000000000,20559,25363,12,2991.4402622783514,3690.446975639177
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.001,3,516286.5,449879.4,-3.126589e-08,6.890407e-06,0.000386671,0.0001944893,0.0001944893,305541000000000.0,1.264537e-05,7.920671e-20,9.279126e-16,5.149887e-21,1.393512e-10,1375000000,122.2982,1.180471e-05,7.675224e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,3.0353,521692176,21.08523,11000000000,11000000000,21306,24451,12,3100.1326050927846,3557.7462840103103
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.001,4,513922.6,443333.9,-3.126589e-08,6.890407e-06,0.000386671,0.0001944893,0.0001944893,305541000000000.0,1.264537e-05,7.920671e-20,9.279126e-16,5.149887e-21,1.393512e-10,1375000000,122.2982,1.180471e-05,7.675224e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,3.0353,521692176,21.08523,11000000000,11000000000,21404,24812,12,3114.3921092371143,3610.2736411134033
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.001,5,512318.9,430444.1,-3.126589e-08,6.890407e-06,0.000386671,0.0001944893,0.0001944893,305541000000000.0,1.264537e-05,7.920671e-20,9.279126e-16,5.149887e-21,1.393512e-10,1375000000,122.2982,1.180471e-05,7.675224e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,3.0353,521692176,21.08523,11000000000,11000000000,21471,25555,12,3124.1409539072174,3718.3839633505168
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.001,6,502076.8,408891.5,-3.126589e-08,6.890407e-06,0.000386671,0.0001944893,0.0001944893,305541000000000.0,1.264537e-05,7.920671e-20,9.279126e-16,5.149887e-21,1.393512e-10,1375000000,122.2982,1.180471e-05,7.675224e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,3.0353,521692176,21.08523,11000000000,11000000000,21909,26902,12,3187.8722071237125,3914.379392762888
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.001,7,512247.4,428098.9,-3.126589e-08,6.890407e-06,0.000386671,0.0001944893,0.0001944893,305541000000000.0,1.264537e-05,7.920671e-20,9.279126e-16,5.149887e-21,1.393512e-10,1375000000,122.2982,1.180471e-05,7.675224e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,3.0353,521692176,21.08523,11000000000,11000000000,21474,25695,12,3124.5774693402072,3738.7546835567023
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.001,8,497850.2,406519.1,-3.126589e-08,6.890407e-06,0.000386671,0.0001944893,0.0001944893,305541000000000.0,1.264537e-05,7.920671e-20,9.279126e-16,5.149887e-21,1.393512e-10,1375000000,122.2982,1.180471e-05,7.675224e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,3.0353,521692176,21.08523,11000000000,11000000000,22095,27059,12,3214.9361639690733,3937.2237004226818
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.001,9,507239.7,421294.5,-3.126589e-08,6.890407e-06,0.000386671,0.0001944893,0.0001944893,305541000000000.0,1.264537e-05,7.920671e-20,9.279126e-16,5.149887e-21,1.393512e-10,1375000000,122.2982,1.180471e-05,7.675224e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,3.0353,521692176,21.08523,11000000000,11000000000,21686,26110,12,3155.4245599381456,3799.139318453609
zfp,s3d,stat_planar.1.1000E-03.field.d64,0.0001,0,443333.9,281827.3,-3.344305e-09,5.664039e-07,2.523788e-05,1.264014e-05,1.264014e-05,32310960000000.0,8.218405e-07,7.920671e-20,1.50663e-16,5.149887e-21,7.960468e-13,1375000000,144.7299,8.922145e-07,5.801028e-08,15.36255,1.096437,-0.0177315,15.38028,3.444214,5.095186,875735104,12.56088,11000000000,11000000000,24812,39031,12,3621.067030869235,5696.190040377927
